"boxscore.id","game.date","game.time","game.stadium","game.city","espn.id.away","espn.id.home","team.score.away","team.score.home","attendance"
"400554313","October 26, 2014","8:30 PM ET","Mercedes-Benz Superdome","New Orleans, LA ","GB","NO",23,44,73146
"400554314","September 14, 2014","8:30 PM ET","Levi's Stadium","Santa Clara, CA ","CHI","SF",28,20,70799
"400554315","September 28, 2014","4:25 PM ET","Levi's Stadium","Santa Clara, CA ","PHI","SF",21,26,70799
"400554316","November 30, 2014","1:00 PM ET","NRG Stadium","Houston, TX ","TEN","HOU",21,45,71714
"400554317","November 23, 2014","1:00 PM ET","Georgia Dome","Atlanta, GA ","CLE","ATL",26,24,70046
"400554318","September 15, 2014","8:30 PM ET","Lucas Oil Stadium","Indianapolis, IN ","PHI","IND",30,27,64871
"400554319","September 28, 2014","8:30 PM ET","AT&T Stadium","Arlington, TX ","NO","DAL",17,38,91176
"400554320","November 23, 2014","1:00 PM ET","Lincoln Financial Field","Philadelphia, PA ","TEN","PHI",24,43,69596
"400554321","November 30, 2014","1:00 PM ET","Ralph Wilson Stadium","Buffalo, NY ","CLE","BUF",10,26,68576
"400554322","November 23, 2014","1:00 PM ET","Gillette Stadium","Foxboro, MA ","DET","NE",9,34,68756
"400554323","November 30, 2014","1:00 PM ET","M&T Bank Stadium","Baltimore, MD ","SD","BAL",34,33,71060
"400554324","November 23, 2014","1:00 PM ET","TCF Bank Stadium","Minneapolis, MN ","GB","MIN",24,21,52386
"400554325","September 29, 2014","8:30 PM ET","Arrowhead Stadium","Kansas City, MO ","NE","KC",14,41,76613
"400554326","November 23, 2014","1:00 PM ET","Lucas Oil Stadium","Indianapolis, IN ","JAX","IND",3,23,64328
"400554327","November 30, 2014","1:00 PM ET","EverBank Field","Jacksonville, FL ","NYG","JAX",24,25,64687
"400554328","November 6, 2014","8:25 PM ET","Paul Brown Stadium","Cincinnati, OH ","CLE","CIN",24,3,65871
"400554329","November 23, 2014","1:00 PM ET","NRG Stadium","Houston, TX ","CIN","HOU",22,13,71777
"400554330","November 30, 2014","1:00 PM ET","Raymond James Stadium","Tampa, FL ","CIN","TB",14,13,56340
"400554332","November 9, 2014","1:00 PM ET","Ralph Wilson Stadium","Buffalo, NY ","KC","BUF",17,13,68119
"400554333","November 23, 2014","1:00 PM ET","Soldier Field","Chicago, IL ","TB","CHI",13,21,61109
"400554334","November 2, 2014","1:00 PM ET","FirstEnergy Stadium","Cleveland, OH ","TB","CLE",17,22,67431
"400554335","October 13, 2014","8:30 PM ET","Edward Jones Dome","Saint Louis, MO ","SF","STL",31,17,56851
"400554336","October 27, 2014","8:30 PM ET","AT&T Stadium","Arlington, TX ","WSH","DAL",20,17,87055
"400554337","November 2, 2014","1:00 PM ET","AT&T Stadium","Arlington, TX ","ARI","DAL",28,17,85688
"400554338","November 13, 2014","8:25 PM ET","Sun Life Stadium","Miami, FL ","BUF","MIA",9,22,71573
"400554339","November 2, 2014","1:00 PM ET","NRG Stadium","Houston, TX ","PHI","HOU",31,21,71780
"400554340","November 16, 2014","1:00 PM ET","Soldier Field","Chicago, IL ","MIN","CHI",13,21,61792
"400554341","November 2, 2014","1:00 PM ET","Arrowhead Stadium","Kansas City, MO ","NYJ","KC",10,24,74127
"400554342","December 11, 2014","8:25 PM ET","Edward Jones Dome","Saint Louis, MO ","ARI","STL",12,6,55880
